,time,cpu_temp,ambient_temp
1734955682.7351055,59.4
1734955682.8338544,58.913
1734955682.931737,57.939
1734955683.0330393,57.452
1734955683.1364706,58.913
1734955683.2345529,57.452
1734955683.3346634,58.913
1734955683.4323518,57.452
1734955683.5344164,57.939
1734955683.631361,58.426
1734955683.731328,58.426
1734955683.8314562,57.939
1734955683.9313512,57.452
1734955684.0327013,56.965
1734955684.1312704,56.965
1734955684.2313192,57.452
1734955684.3313315,57.939
1734955684.4313512,57.939
1734955684.531372,56.965
1734955684.6322005,56.478
1734955684.7313008,55.991
1734955684.83127,57.452
1734955684.931363,56.478
1734955685.0312526,57.452
1734955685.1313376,56.965
1734955685.2323658,57.939
1734955685.3313174,56.478
1734955685.4311867,56.478
1734955685.5314631,56.478
1734955685.6312218,56.478
1734955685.7314296,56.965
1734955685.8317726,56.478
1734955685.9313562,57.452
1734955686.0313544,56.965
1734955686.1313672,57.452
1734955686.2314763,56.478
1734955686.3313026,56.478
1734955686.4313436,55.504
1734955686.5323207,56.478
1734955686.6313095,57.452
1734955686.7314432,56.478
1734955686.83129,56.478
1734955686.9314108,56.478
1734955687.031295,57.452
1734955687.1312895,56.965
1734955687.2313387,55.991
1734955687.3314412,55.991
1734955687.4312985,55.504
1734955687.5312989,55.504
1734955687.631312,56.478
1734955687.7313275,56.965
1734955687.8313067,55.991
1734955687.9313486,56.478
1734955688.0312755,56.478
1734955688.1314313,55.504
1734955688.2313359,56.478
1734955688.3313398,55.017
1734955688.4313047,56.478
1734955688.531337,55.991
1734955688.6312258,55.991
1734955688.7312684,55.991
1734955688.831381,56.965
1734955688.9313836,55.504
1734955689.0314317,56.478
1734955689.1313324,56.965
1734955689.231311,55.991
1734955689.3312666,56.478
1734955689.4314065,56.965
1734955689.5313942,56.965
1734955689.6313772,55.991
1734955689.7313926,55.991
1734955689.8312986,56.478
1734955689.931354,55.017
1734955690.0313225,55.991
1734955690.131334,55.991
1734955690.2313583,56.965
1734955690.3313518,56.478
1734955690.4314425,55.504
1734955690.531619,55.991
1734955690.6312926,55.991
1734955690.731379,55.504
1734955690.8312862,56.478
1734955690.9312289,56.478
1734955691.031385,56.965
1734955691.131382,55.504
1734955691.2313807,55.991
1734955691.3313484,55.504
1734955691.431246,55.504
1734955691.5315366,54.53
1734955691.6314034,55.017
1734955691.7313287,56.478
1734955691.8313205,55.504
1734955691.9313302,55.017
1734955692.0313737,55.991
1734955692.1312718,55.504
1734955692.2314126,55.017
1734955692.3314264,55.504
1734955692.4312882,55.991
1734955692.5313568,55.504
1734955692.6312685,56.478
1734955692.7314007,55.991
1734955692.8313549,55.991
1734955775.5765357,59.887
1734955775.676655,59.887
1734955775.7772892,59.4
1734955775.876522,60.374
1734955775.9772184,60.374
1734955776.0766377,59.887
1734955776.1767838,59.4
1734955776.2770503,58.426
1734955776.376978,59.4
1734955776.4769065,59.4
1734955776.5766325,60.374
1734955776.6767716,59.887
1734955776.7767036,58.426
1734955776.8766963,58.913
1734955776.9766226,60.374
1734955777.0765789,58.426
1734955777.1766012,59.887
1734955777.277191,58.913
1734955777.3766303,59.887
1734955777.4766564,59.4
1734955777.5766838,58.913
1734955777.6765914,58.913
1734955777.7765844,59.887
1734955777.8767004,58.426
1734955777.9766378,58.913
1734955778.0765345,59.4
1734955778.1765707,58.426
1734955778.2767131,59.887
1734955778.3767822,58.913
1734955778.4766862,59.4
1734955778.576655,58.426
1734955778.6767008,59.4
1734955778.7768483,59.4
1734955778.8766472,58.426
1734955778.9774907,58.426
1734955779.0765712,60.374
1734955779.176553,60.374
1734955779.2768,57.939
1734955779.3767307,57.939
1734955779.4766536,59.887
1734955779.576739,59.4
1734955779.6768324,59.4
1734955779.776716,59.887
1734955779.876821,58.913
1734955779.9774003,59.887
1734955780.0768297,59.4
1734955780.1767697,58.913
1734955780.2766716,58.913
1734955780.376741,57.939
1734955780.4765627,58.426
1734955780.5765307,57.939
1734955780.6766322,58.913
1734955780.7767386,58.913
1734955780.8767695,57.939
1734955780.9767494,57.939
1734955781.0768018,58.426
1734955781.1770055,58.426
1734955781.2768333,57.452
1734955781.377013,58.426
1734955781.476839,57.452
1734955781.5766983,58.913
1734955781.6766107,57.939
1734955781.7767475,58.913
1734955781.8766983,57.452
1734955781.9768643,56.965
1734955782.0767348,58.426
1734955782.1767452,58.426
1734955782.2768245,58.913
1734955782.3768022,58.426
1734955782.4770434,57.939
1734955782.576614,58.913
1734955782.6767693,58.913
1734955782.776865,57.939
1734955782.8767333,57.939
1734955782.976741,57.452
1734955783.0766656,57.939
1734955783.1773598,58.913
1734955783.276628,58.426
1734955783.3766832,57.939
1734955783.4767675,59.4
1734955783.5767572,58.426
1734955783.6767213,57.939
1734955783.7765648,58.426
1734955783.8767657,57.939
1734955783.9767563,58.913
1734955784.0772295,57.452
1734955784.1765988,57.452
1734955784.276701,58.913
1734955784.3767762,57.452
1734955784.476824,58.426
1734955784.577402,58.426
1734955784.6766577,57.939
1734955784.7767043,58.426
1734955784.8766046,58.426
1734955784.9766552,57.939
1734955785.0767908,58.426
1734955785.1767995,57.452
1734955785.2768095,58.426
1734955785.3769016,58.913
1734955785.476759,57.939
1734955785.5767248,57.939
1734955785.6766708,58.426
1734955785.7767873,58.426
1734955785.8767898,57.452
1734955785.9768615,58.426
1734955786.0767114,57.452
1734955786.1768475,57.452
1734955786.2767432,57.452
1734955786.376777,57.939
1734955786.476566,57.939
1734955786.5766075,58.426
1734955786.6768458,58.426
1734955786.7770069,57.939
1734955786.8766396,57.939
1734955786.9772377,57.452
1734955787.0766652,58.426
1734955787.1765392,56.965
1734955787.2765975,58.426
1734955787.3767328,58.426
1734955787.4767869,57.939
1734955787.576833,57.939
1734955787.6766627,58.426
1734955787.7767198,57.452
1734955787.8766086,57.939
1734955787.9765596,57.939
1734955788.077162,57.939
1734955788.1766403,57.939
1734955788.2767704,57.939
1734955788.377027,58.426
1734955788.4770422,57.452
1734955788.5768058,58.913
1734955788.6767447,58.426
1734955788.7767231,58.426
1734955788.8765233,58.913
1734955788.9767344,57.452
1734955789.076747,57.939
1734955789.1767597,58.913
1734955789.2767966,57.939
1734955789.3767772,57.452
1734955789.4770036,57.939
1734955789.5768883,57.452
1734955789.6768188,57.939
1734955789.7767305,57.452
1734955789.8767629,58.426
1734955789.9762888,58.426
1734955790.0766149,57.939
1734955790.1765835,57.452
1734955790.2767785,58.426
1734955790.3768134,57.939
1734955790.4767632,59.4
1734955790.5767682,58.426
1734955790.676819,57.452
1734955790.776795,57.939
1734955790.8766942,57.452
1734955790.9766183,57.452
1734955791.0767531,57.939
1734955791.1767228,57.939
1734955791.2767684,57.939
1734955791.376718,57.452
1734955791.476765,57.452
1734955791.576781,57.939
1734955791.676695,58.426
1734955791.776767,56.965
1734955791.8768313,57.939
1734955791.9769325,57.939
1734955792.0767837,58.913
1734955792.1770716,57.939
1734955792.2765512,57.452
